Unnamed: 0 ;acctsessionid                                                    ;acctstarttime       ;upload ;download ;acctsessiontime ;calledstation_ssid ;calledstationid_hashed                                                                               ;callingstationid_hashed
996;736a3877afe3f1d18f8ad2f2ea2728ac307891a07a4a12345287a9df45f44565 ;2024-09-12 03:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$FeSMXBNGBsB4GaTIsSY2yg$SJgPwucN2/6+LeJp8Is3G0l3cT8ualwX/I3aRarfoWA ;$argon2id$v=19$m=102400,t=3,p=2$cfEy6bfuFvrn05Qs+cfFxA$Ka/f3nq0hnSWsHtL0ItQr74YXfP76tbITj6UEfrN86o
1011;76b3be8ad81425f0388417e47bfaaac3e4c4b3d27a7d1d159f2b197bb74da3aa ;2024-09-12 05:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$mZVCKc7P2V9KG+uzaKCN8g$aelOcLH9KMbpqzvUE9f3rl0bsnsFw/LUdeB8qXAqmK8 ;$argon2id$v=19$m=102400,t=3,p=2$LonIWsv6dMG/MP/c8C/aew$PNs8Ngr48mQhamLuA0+ZhtdyU1dTu89RPMSqWNzvtRo
972;bf5616f56686f03f458678414bf55d6c186c8a08254c08adddf60eb07388bc2e ;2024-09-18 10:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$oQWuNRvRTK+P7DiRdPO8mg$fwleMbC6TCrYY9Z0xEIe9CZudn1GyEmcO96HqHATAzI ;$argon2id$v=19$m=102400,t=3,p=2$i0/43VKEZKXa9qVsgsGJMQ$7eS0rQ7VlLSOHBNSvjPWZ/KEzIHzmicvK2dwCDznPvQ
970;2fd1880f6631fce5f076ca98d82be530789cc3c714f9ddb0b150ffffb26e159e ;2024-09-18 16:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$8RVnBVZV7gxBn68lbetHOw$M5meVZ+SX6jSdADjlpjoOmj/v9mjZsepF0I1GOtJwZw ;$argon2id$v=19$m=102400,t=3,p=2$HSUlDuh44KmVKl2SZ/TuSg$9eIpnUDyFiuVKK4gQ2IAOkMOGcxHBV/Ckod6IV5GbmE
951;fe25214269a8d9affce70503b8ffe029603f39157d0ef2101ab813a5027b65bb ;2024-09-12 05:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$zZAJm7krUynq1aoiC2WoiQ$GPZ89XRfweHiML4qkDc2Mp/TIxmSWsbPjrfDZa4uo9U ;$argon2id$v=19$m=102400,t=3,p=2$qAt1S2tlxrjH0NaJ3B+Feg$ENK8cE6dbY1s9ZVN12VkVjbN62UZxBBS9OTgGonySSM
570;2d4d38b16b7247abfcebf29370f789ffa1c4548be0e1541335082138da3edbc6 ;2024-09-18 16:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$THEl4V984zxQMfXqQyvOqw$3kHvMaAECYAj16PQp7yKB0GBNy+vyf2gWWk73OOs11U ;$argon2id$v=19$m=102400,t=3,p=2$WVL5EDLOJM1L9/D32Zxygw$7/jmBmbJsmTCHflj5Sqikl3snTC+UzUYfnzm02+QaUY
437;76176223ce8b2fda36dc100cf201f103c412310b6cb0557ccc3623fdb0993934 ;2024-09-18 13:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$Txr1gamJ1u5gjNTAPmd9Wg$PdIXZv+r1tFS9A9T78O/1LHeU2vlqcFUOT6AYKzu8kc ;$argon2id$v=19$m=102400,t=3,p=2$+aX6LJQpyXN4T+WxbeviYw$phiuk8x+1qWx5q3yjdQRTWuCAym6ivC1kKC3bYnnpT0
452;867edf4cada41bd1e73fe0c0c38c2c973ebeb3eb303c5d21a2ef35444cac3976 ;2024-09-12 05:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$ZYcpGIwBey+q2Q6XnMq9BA$KXW/GRZ1SpZhs6Y/DjaeFCr1LLGnQ5CX4k47eQDWm90 ;$argon2id$v=19$m=102400,t=3,p=2$HTGkXOp7JmmeQO8szsrZbQ$KffqEU1zNA12GGhox1arBSYv3dUg4tv+gfAknZplCU0
230;607c00444fa9c93f57891b770478b725008eabf2ba5773e87705d93e5353232b ;2024-09-12 01:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$OiBnAF78wmDEciYBq4UX0A$9pPFLrQ1Ypqyi6tq8CSF/3bgF4Z8mfumAnmTltfUR+M ;$argon2id$v=19$m=102400,t=3,p=2$qvLUilSRNkxbfFnUNVwC1Q$hUtCy9JGKOCxuw0a7bCq2XWaXEtPUoguRYBzm6tYPHk
637;18ab0fdc598655b92191cf9bab88af7940d3a3266f91258c91b9e6db011b3274 ;2024-09-12 03:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$AZiFFbG+vGrKv9HVbZEz+w$sWKyZ7Me1gvfowFc6k1Jt8BCkt+v2H7kF/WB5f6y7K4 ;$argon2id$v=19$m=102400,t=3,p=2$EL/PCYVz7EU0t2xt1m0aZA$4NgVxEMqQb5SnYP8coRGy7EDoLGJ0FmVgUZpMp9spJY
1183;475c51950acd8c79aa5240434e10ffe0e1c00ccd676630ba0743184725235a2c ;2024-09-18 11:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$SfRofsq++ljEUGOoYKracA$5hgjY6ikKubPCALa3hKm4NID5Wz7nlXh4n0fkxxtuys ;$argon2id$v=19$m=102400,t=3,p=2$Ag1rBs7NTGjGBi6OAoOJvg$PGHqqQrA3IosZpXcfizzC6gcUh660VeDdTXXGNfjkFo
472;898c52c87db93613880e97bd1c0b52dd9df7c772f5651bf9b1b0f7f49579c9c7 ;2024-09-12 06:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$7WyL6jrbN+y0tpsZdu0BkQ$xu8eWdnGjBn6K9blrfJzeF9FKCQI25BJ7gpXzUwT6u0 ;$argon2id$v=19$m=102400,t=3,p=2$2yPMcWM322FK0/qhjlqOVg$qvgyJ9xiMp1kOQDJmD0G3YpYrLFp5xVk0h7KxBtYTK4
482;d5cce52828f58a65db92223dc105de897689659d950bffa4e228de57fff940f2 ;2024-09-12 03:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$WVE6xFgF42Zgb0ZEYk8sig$Pho1z5qqqzvw77e2d6NHK/Hs1+QBv6bBMgYoSsdQyXY ;$argon2id$v=19$m=102400,t=3,p=2$JT+p/TjLyZj0NcyQwFPiXg$42ycM3vP5w4sOh0Fi9KszYE/91RzgrYfIa1dytQAUJk
929;d98b8869e506766cb07bd372ae0cdc027c5b2ff88a7565b366286b54fb5ee256 ;2024-09-12 08:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$7EqnvKjNT3//A7PJBnx4xA$9eRisOs3+HaqB+LK0KZa4CgHwDxfrMgP69ZVdypCa2I ;$argon2id$v=19$m=102400,t=3,p=2$hYfCw5OUXn+xDyjSXX+V9Q$LZyUhSjAxG9YFPL4Wk/xS2Hk4Dtztygy1QVW7s+n/F8
560;cf9966ee3076b09c6269ba1f592f64eb9ab9c61c026114c78d28803fd1fbfe56 ;2024-09-18 16:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$xiHX8wqU9gWAK/f9ZgVC1Q$FqpC5fVc9xkWCWxjReAgrZvQ1+OX6cZz5GqZo0fmwfs ;$argon2id$v=19$m=102400,t=3,p=2$6SzDFUuGcedP+7f4+TkzGw$dX71T3hIiIgu9IiUV0wUMLCfRRP4z1/Lk1uxMCGPm9o
625;3d7592e4711815f0f447f322f3345406db8ce32e6704c8904a1021060b8f1ecb ;2024-09-12 06:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$xtAcLkfbNxPCKWlbmDp8Og$mA96jVwGXA2Wnil+WK7g5e/1IhP8lQiGyvNn+yNCtWM ;$argon2id$v=19$m=102400,t=3,p=2$9L7kyfWpXjSNTmwgxX3vuw$98Ew3ytcPFyywdVh/RDdfjrfafWk9yKEN0hsATJic4I
514;d5cce52828f58a65db92223dc105de897689659d950bffa4e228de57fff940f2 ;2024-09-12 06:00:00 ;0~1;1;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$AhPzJwxsFELWyJ/dKlS1uw$Z85og/7AGMHLn6g4dYFbLO9CZ3jtRSneFLX/kXknQCo ;$argon2id$v=19$m=102400,t=3,p=2$w4uPV7V+iQRiCulRkgo4Kg$sFxD0ih8ouAuxj+LONjxybMXp1kq/mzmoA2g2191jWM
952;dbf9b236a172aad440bf6031c8b7692fe0d6a9ff23cb41193f0c055c09d34141 ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$OesyQOywDHNjzu1mzuXZgw$H1mNw/QPyc9FQpHbHjNuWsMQsKjDX2cSxVUudslH0og ;$argon2id$v=19$m=102400,t=3,p=2$Ql1I6Knq2jxSSSLIDgQZWw$4nTLkfnLR7Vn3j7ovveVgw5GN2LJNsgvgrT+PhKY0yA
949;35018b3dbf1ca5cdd4d0f2f5809f8e212e8fdf55a48cae2983afff3633e04831 ;2024-09-12 04:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$LLgYMIfPWiIZTGBBGpTTRw$PwKrJsxhcejFxcwI/MSnQQZdLl82Bolel+7hZ2QCXho ;$argon2id$v=19$m=102400,t=3,p=2$pR4gTZkMxVb+y1ssVL0zyg$fy57acm/04qh6Xb0sl1500QaPD6yY/diravQwcj6ymE
483;d5cce52828f58a65db92223dc105de897689659d950bffa4e228de57fff940f2 ;2024-09-12 06:00:00 ;0~1;1;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$2s/HNVUsU1ZnbPIPQLmM0g$QGwWL5i/7F46pztTXozG+GoPirk8WrMQ2GU0SVeVPeg ;$argon2id$v=19$m=102400,t=3,p=2$3+A01pDq5G9iLpSnZX8IzA$MWqo6fMRRLG4qg+JhHonEW7sMRzjdHZ7w9vSJhkztNI
430;6c574eb470a92cbe800943e143f7a31e63dfb332b71a756cc062f2580af87c2f ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$J3HqRLARlu5qFo40xCWzSw$6KyL0vFCLSPW4dGshLv4guxFmwiYKkjnSCd/CVqGwu8 ;$argon2id$v=19$m=102400,t=3,p=2$+l0KjkZWsyDpufUZhVQSfw$sQVj+sSQBoLFDEemfCM6MasmQzu2CKoGhWYE3zCJV8g
481;f701d5db3b5414a9d8baa05a6628a9d5ba685fa3579a861ea11d6e7eedf51d8e ;2024-09-12 06:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$TmRBtl1Y0Sndbzf3tvzwxA$T1QMu+Eg4V3nQfAYJd4Ze5c4OM2fY+ktL5hlW8q0FOM ;$argon2id$v=19$m=102400,t=3,p=2$2G1yGyRrHAj/O7r9eIZdZQ$KHHZbiFAkrJ/PIxfsfi+/2nuVqlMEQMzVyIdFVtOCP0
492;02be422bbdd6db32fcf8144796518031514b573f49a69bf1d8bfb56bf368f11c ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$m79Re5p5X2o6ujDyRFqc2g$VjVsyG01p3FUjKicOBWV45sFHKWEbfADQqmB6cpfLlE ;$argon2id$v=19$m=102400,t=3,p=2$y5DTVMB7UPuu7xRtBcRB8Q$b3wgoP8pA4mLC8AptBHvmqrriexTXGISxB6UYzibzZY
442;aa34298e5a0bdc74a0ac840317f39bc21d6b9dece27d25de38cff756299816b2 ;2024-09-18 13:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$gUjtjkKfZkUTQgqKErV4dg$anzOe2HGho7r73YNaq2bIl9NQp4JlRYZS+KaSIVoIMg ;$argon2id$v=19$m=102400,t=3,p=2$zRp+co2wHYEl/Ps1y/edcQ$JzOMmJYnbL/mSkq8JbGruIYeXNWxTd5okqmmgxxTe60
629;f0c405f586c593324699ad75fb6fa1dc4a687bd46aeaaa77239fbf44b92a3a56 ;2024-09-12 04:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$Kx0TbiTSNX/7GT9Dy0K8BA$fywPJ5+nNWrlj4oZ05YpqC7Z/xvVojT+jBUINR48QeI ;$argon2id$v=19$m=102400,t=3,p=2$zAZbH+V5NXpnRzN/tN7cCg$Co55PjJA5F9PMeZNQ8efc64k3jAy5MS1HdxzR5xnYL8
408;263bb624cb517c7e14537223ad6761b7595982bde4f8c21003bf97eb7940d40a ;2024-09-12 02:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$EDiGMfB3C+vfzaUHbNgP1g$WOp7LOaLSg7zZXb3VmDDgZaYHHJP72eHZVvVPwHltzM ;$argon2id$v=19$m=102400,t=3,p=2$FxmRv7XUHnJ+JdwdFvzNyg$EEk9MCXKH6WSMGwPamT+e3jPv7WetIv/heWTU4ESGj4
624;28d942b6564427095fdc54fa6661922ae16d15651722ec828ccad230fae444b3 ;2024-09-12 03:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$Zn0iaGelM0HQCYNNLWlo3g$KCypGNoxmX7ckwYnnZ/NayCxSrIc6D5FBrPfZETusQQ ;$argon2id$v=19$m=102400,t=3,p=2$s9YnPwqqdQCbbkwD9U5Zpw$vAmMmTDqfshQumgnnzy1e7ykp2oqoyC2JqHp/6QZ9Es
997;57568ca3b4c57e648e7deb67252b72815cb28e62ebec999308083c7048615b32 ;2024-09-18 12:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$S7shyl7nVMpXT9VZjiBE9A$IA+pTjarLaUPshG8GERiZa2WAJFwbmnSfrMyjyib3XU ;$argon2id$v=19$m=102400,t=3,p=2$JjJXuV+LMrBs4gvDIpogog$j+tLPl8nhKtGFYfwA5Ag61qbDBZkfhLT0oETtZEXQus
1000;ac26eeb587b4d902547ed469dcbc2ae85fc0295791c96d58591a49d9964bbedd ;2024-09-18 13:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$VwgR+TtMtDxprsn1Fv0DRw$YLILqtUL1f4aq8RibY5brQab4IFyEHluDELNrvv/Ttc ;$argon2id$v=19$m=102400,t=3,p=2$46Oq3DVcHWm8AXm0adFo1w$pZ97recC92p2sj227bTJrGwBzYOhE4g3NcFF5WeRmNs
1036;4b6f9569b3fb0fa51a3bc3f9de1f5ca623f83d9feb3cab349e98f6981007a902 ;2024-09-12 09:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$yvq35dO4eoHJDWaD8002pA$xYVVXXcI9nfMIPx94Ny9iJuSpMz2DudXk2iu1DSObuI ;$argon2id$v=19$m=102400,t=3,p=2$YcZQudEk5+M/n8KU2v3qPg$WlEBArVDG6XTxm34RVTW+reV4WVJXf09ofjE5WdLnAM
1035;a5296e7e0b32c280e38a76a69a5fbd3682ec0721fdaaad77d213db0666cbef13 ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$BLPBsbiqldea0+Kz54xjJw$cIp0/4wHebzVZeONweO1utsTxgQWc8TYysHxJXIdvYA ;$argon2id$v=19$m=102400,t=3,p=2$revi2/hoylAUCa69MD76vA$dvARl5Ge/+RGMHjnNAlKpAeTkHIXMFoA87dd4QJWF9s
844;277e1d3f9e9c70ca66e1c12f1dfaa383079103c41f1cdddf32d281b4069f26b5 ;2024-09-12 08:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$UAwgbheVI9URgJg4KYPA1w$oc6C4akgDbt/dUg8KRh9Y8+vjhFxonCEm57oCO6TwuQ ;$argon2id$v=19$m=102400,t=3,p=2$G15iz6O6UrwHMMjz+s/ESg$qu4Gvs1ONKXXVCJX441+pNPnINYIzNqJ5VUVlbIPjiA
686;922ed04ddaa1375abc3b942ba60097ea1f0ba0fafc68b538fe45307469bcfbc1 ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$mBs7BKxfvEMu5UWjy1JyLA$gNya/N8PievWmlrHl87nVXL4otZZiuUx4Rp6COUAsWI ;$argon2id$v=19$m=102400,t=3,p=2$TMq43q5XhUQY1ndrB++X9Q$4nAj1e8H76yyf6rrEm8qvNemJcDAA54L18ihMkU9mus
559;98410abdd6b1bff4bc2d2d8659d7ba9f244b33de4fd88889113918bfe0b5feec ;2024-09-18 14:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$Gc+WlJ0uhE93PQY/+i5qag$NbYvY7qQKN19bAtPtzweQwhknpvgtSdavrM9DaP8Ii0 ;$argon2id$v=19$m=102400,t=3,p=2$DWWafrURN6/slax5Z3KxLg$l00ApiqFJO8lcOSk2f6xCgG9lwKpGrBcZ1n1bnjr6GA
294;658477159f3fe440b3ee3aa978aa53be11eadcc8b7e54cd07d2103acb00ef73e ;2024-09-12 06:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$AbQT2ec0VawNFag8wneCGQ$osmuP2drs3bkrGATWMGinD1tXMsUHo+1cgZJS7L5DwE ;$argon2id$v=19$m=102400,t=3,p=2$TU5zAtA5tq6FVGTL3nhw9g$xOE3NwcXFNmdXpwLmWb/sHSMwHvuiB3c/z9y+9zGNs4
1215;c32ba33adf265aac2157d3f4e33dc069bcaa0da174bd19c211d16eb9a8c9cca0 ;2024-09-12 05:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$xNRt5xzoodGfFu/yMpPULw$zY2A53augzBdbEwAp6wIpYs7WV1fg6SNLaF7WKTliIM ;$argon2id$v=19$m=102400,t=3,p=2$QJPfT2ADDx+R985LukHIAA$qKqdBskhcR5OTGoY1+gcBf1YK/7GJRzxIGSfSJR19rM
273;50bb27563830110b9ccb4596d9521e5bab19de48b0ac738e8c3522f79d491802 ;2024-09-12 01:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$VIuSv8oPd48zdB4o4E08+A$szjoagsHplIq1tfj8cVZc9o2YOrrJ89Rx3etAr7jy/Y ;$argon2id$v=19$m=102400,t=3,p=2$K+rHYBt1rUu44Shzpn8lOg$K2OadvMuLapSpRjLRWpixqCVgbxZ0dtfukEEVHaPp00
272;9a86e0c08dfbbaf4ba32be5559d2263c053d77898bb2cd09d27acca171c52d1f ;2024-09-18 16:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$y8CfwG3Y8AQg6NALrWCkFA$R0Oyv8863jVh8asg81mYYzrLYQFiyg3aBgVLsH4JT8w ;$argon2id$v=19$m=102400,t=3,p=2$Oo45qrVFSI+U/dnhT+sHIQ$H5DnlhY/G6KRHSE20q0L3mIArhjxboPfH6uCn74vsko
270;b70dae018ab8c0f63021a98ac4e7a88ac41013c46c3b15012ac5015c1638bded ;2024-09-12 07:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$FLhNp/LQNs2N9A3yM7ypxQ$wYxM3qUXBLG74ZyTHPiRm+idGkZjmBQZ89MA5iF2AO0 ;$argon2id$v=19$m=102400,t=3,p=2$R6MaQE9K8xFNtg0cvNOdHg$UTWrdwujnAUyZgmjXNosLHeUlNw2xjC/L8Omo+0jbXM
240;519f473b6454bba5b5117df24a6a5dca54d289923f212edd15906391a72465c0 ;2024-09-12 03:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$2Hc2LAoombs5SreaqM1EXg$fP+rn5IN931uaABehz1nU4gI2B8JifI41sTKgh11iIE ;$argon2id$v=19$m=102400,t=3,p=2$7iE6s9u70FhymDxR1CSTFQ$ul9ZNa1xXeSUEGWgmaY2wNcdlI1nCrd1tr1PX5nFGkg
302;4cdb2f4f43eae79fa2ba6c1435e0ff97e8f306ad15aee30b0c82f33e14376b98 ;2024-09-12 02:00:00 ;0~1;0;            0.0 ;eduroam            ;$argon2id$v=19$m=102400,t=3,p=2$oVTWBJQt3EqBsZqCw0h+2A$34w8mKxaxnNyfOuuVDCYh2ieMWPTd+snTcdnnU0WZAk ;$argon2id$v=19$m=102400,t=3,p=2$tYbUhl3CcINFH6JYURvENA$G0leWr50xoC23mBVY+HLtY2zOUiPGvsIrg8voqJOdHs
1213;2b2e7ca2ec35f8fbe8c04b80d8343540a53ce5c9497e42db56b2ddce4fff6ea9 ;2024-09-12 03:00:00 ;0~1;0;            0.0 ;Porto. Free Wi-Fi  ;$argon2id$v=19$m=102400,t=3,p=2$61gq3//klImlr+cBWnThVA$caZBPDylE2Hnx8dD/ukDQYkix5u4Pe8RgIs++h4No7k ;$argon2id$v=19$m=102400,t=3,p=2$1CSnTSJ4fB+6m3md+6SWUg$aXi9DWlz60hFv5Ew+CU91UkCoIYn5jEIPSVgtTJZkDU
